doc_id,text,processed_text
340,"Why are emotionally abusive people in my life? Several ex boyfriends, friends, and past coworkers/bosses have been abusers. Do I attract them?",emot abus peopl life sever boyfriend friend past cowork boss abus attract
341,What is the difference between gross salary and CTC?,differ gross salari ctc
342,"There seems to be a difference between my weekly paycheck and the yearly salary my employer agreed upon, how does that work?",seem differ weekli paycheck yearli salari employ agre upon work
343,Which are the prospering towns in Kerala?,prosper town kerala
344,Why are there so many Christians in Kerala?,mani christian kerala
345,What is the best way to gain confidence?,best way gain confid
346,How can I speak with more clarity and confidence?,speak clariti confid
347,Does anyone see the relation between Greek gods and Hindu gods?,anyon see relat greek god hindu god
348,"What parallelism can we draw between gods of Hindu mythology, Greek mythology, Egyptian mythology, etc.?",parallel draw god hindu mytholog greek mytholog egyptian mytholog etc
349,How do I switch from Apple Music to Spotify?,switch appl music spotifi
350,Should I switch from Spotify to Apple Music?,switch spotifi appl music
351,Which is the best fixed income fund?,best fix incom fund
352,What is the best fixed income fund?,best fix incom fund
353,What is it like to live in Cologne?,like live cologn
354,"What is it like to live in Köln, Germany?",like live germani
355,"Between Robert De Niro and Al Pacino, who is more successful?",robert niro pacino success
356,"Who do you regard as the best actor, Robert De Niro or Al Pacino?",regard best actor robert niro pacino
357,Why does some people prefer small families.?,peopl prefer small famili
358,Why do some people prefer to live with small family?,peopl prefer live small famili
361,How do you get deleted Instagram chats?,get delet instagram chat
362,How can I view deleted Instagram dms?,view delet instagram dm
363,How can I stop being addicted to love?,stop addict love
364,How do I stop being addicted to someone?,stop addict someon
365,What if I hired two private eyes and ordered them to follow each other?,hire two privat eye order follow
366,Would I be able to hire two private investigators and then get them to follow each other?,would abl hire two privat investig get follow
367,How do I find a startup accelerator?,find startup acceler
368,How do startup accelerators give you the funding?,startup acceler give fund
369,How can I check wifi history and access it through android phones?,check wifi histori access android phone
370,I cannot open Quora through my WiFi router. Why can I only access it through a mobile network?,cannot open quora wifi router access mobil network
371,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Rostov?",signific battl somm battl compar contrast battl rostov
372,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Riyadh?",signific battl somm battl compar contrast battl riyadh
373,What is the most creative college admissions essay you've read?,creativ colleg admiss essay read
374,Has any college admission officer cried in public while reading an applicant's essay?,colleg admiss offic cri public read applic essay
375,"What would happen if you cover one of your eyes with an eye patch for one year, then take the patch off?",would happen cover one eye eye patch one year take patch
376,What happens if eye medicine enters the eye?,happen eye medicin enter eye
377,Is it possible to pursue many different things in life?,possibl pursu mani differ thing life
380,"No fanboys please, but who was the true batman, Christian Bale or Ben Affleck?",fanboy pleas true batman christian bale ben affleck
381,Which business is good start up in Hyderabad?,busi good start hyderabad
382,Which business is better to start in Hyderabad?,busi better start hyderabad
383,How can I stop being so possessive?,stop possess
384,How do I stop being over possessive for a person whom I love?,stop possess person love
385,Who was the wife of Lord Krishna?,wife lord krishna
386,Who is the father of lord Krishna?,father lord krishna
387,What is the best combination of courses I can take up along with CA to enhance my career?,best combin cours take along enhanc career
388,What courses must be taken along with CA course?,cours must taken along cours
389,How do you take a screenshot on a Mac laptop?,take screenshot mac laptop
390,How do I take a screenshot on my MacBook Pro? What are some instructions?,take screenshot macbook pro instruct
391,What is the work of an executive recruiter like?,work execut recruit like
392,What is it like to work with an executive recruiter?,like work execut recruit
393,Which psychological need does 'collecting' fulfill?,psycholog need collect fulfil
394,Why do people collect things?,peopl collect thing
395,What are some must watch TV shows before you die?,must watch show die
396,Are there any must watch TV shows?,must watch show
397,How can I become more fluent in Chinese?,becom fluent chines
